X,Y,id,ID_1,Name,icon_url
-79.4520632012606,43.2677430100261,"1","1",Lake Ontario,./0.png
-79.5246114924961,42.8207906305119,"2","2",Lake Erie,./0.png
-79.0527184677706,43.1840782451299,"3","3",Niagara River,./0.png
-78.9599261,42.9497329,"4","4",Niagara River,./0.png
