X,Y,id_0,id,FacilityID,Full_Name,Reg_Rd_No,L_LADD,L_HADD,R_LADD,R_HADD,Left_Mun,Right_Mun,Status,Owner,Managed_By,LifeCycle,vertex_index,vertex_part,vertex_part_index,distance,angle,icon_url,auxiliary_storage_labeling_labelrotation
-78.9401754199754,42.8990065045162,"8494","1700","23552",Helena Street,"122","441","1031","442","1030",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"5","0","5",962.697178573632,358.102572714888,./0.png,
-79.3223468225837,43.1109041689061,"8567","1709","27764",Pelham Road,"69","0","0","1837","2025",Lincoln,Lincoln,Public Maintained Road,RMN,RMN,Active,"20","0","20",977.226523897584,258.22396569214,./0.png,
-79.2761826813666,42.9717323290764,"8619","1712","28497",Riverside Drive,"27","501","735","502","718",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"1","0","1",45.6701522760555,237.309339391018,./0.png,
-79.2314837082483,43.0976458479202,"8709","1725","28236",Beaverdams Road,"67","1901","1999","1902","2000",Thorold,Thorold,Public Maintained Road,RMN,RMN,Active,"6","0","6",369.066026157154,242.113844178064,./0.png,
-79.3737082346951,43.1420596727813,"8758","1733","28224",King Street,"81","0","0","0","0",Lincoln,Lincoln,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,297.56043203504,./0.png,
-79.7199445769813,43.0500401136949,"8872","1760","28296",York Road,"9","9576","9850","9577","9849",West Lincoln,West Lincoln,Public Maintained Road,RMN,RMN,Active,"1","0","1",83.0863191676717,257.264663532286,./0.png,
-79.7534312579284,43.0516705255706,"8918","1761","24797",York Road,"9","9852","10100","9851","10099",West Lincoln,West Lincoln,Public Maintained Road,RMN,RMN,Active,"6","0","6",978.712996050178,291.399743265196,./0.png,
-79.5630685024612,43.1923897431645,"8932","1765","21817",Christie Street,"12","9","57","10","56",Grimsby,Grimsby,Public Maintained Road,RMN,RMN,Active,"3","0","3",50.2584680482059,357.471753871392,./0.png,
-78.9557968548279,42.9322108871964,"9196","1814","15814",Bowen Road,"21","783","1351","784","1350",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"6","0","6",827.72722827747,279.757698351376,./0.png,
-79.3913910547342,43.126803077903,"9295","1834","17505",Victoria Avenue,"24","3352","3398","3351","3399",Lincoln,Lincoln,Public Maintained Road,RMN,RMN,Active,"1","0","1",161.130433640591,356.798768926719,./0.png,
-79.157950872199,42.9623318580283,"9305","1839","28212",Netherby Road,"25","0","0","9443","9577",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,268.649301121166,./0.png,
-79.0284583899489,42.9806932412581,"9316","1843","28270",Netherby Road,"25","0","0","0","0",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"1","0","1",14.8006280946464,214.370524168189,./0.png,
-79.1963676629401,42.9964171397923,"9386","1860","28349",East Main Street,"27","0","0","0","0",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"2","0","2",71.4565660991074,233.579347118775,./0.png,
-79.3833182312268,42.9798314955676,"9438","1867","28437",Regional Road 27,"27","72011","72179","72012","72178",Wainfleet,Wainfleet,Public Maintained Road,RMN,RMN,Active,"2","0","2",383.085637928993,303.104292712201,./0.png,
-79.3081023900446,43.1630332906102,"9481","1876","28493",Seventh Street Louth,"34","1768","1928","1767","1929",St. Catharines,St. Catharines,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,176.625951679993,./0.png,
-79.3325676768425,43.179495466568,"9616","1898","28244",South Service Road,"40","2142","2198","0","0",Lincoln,Lincoln,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,266.812110460557,./0.png,
-79.3325676768425,43.179495466568,"9622","1900","27739",South Service Road,"40","2086","2140","0","0",Lincoln,Lincoln,Public Maintained Road,RMN,RMN,Active,"2","0","2",444.639585893622,266.844278360744,./0.png,
-79.5512063179077,42.984326808672,"9690","1914","28251",Regional Road 45,"45","75101","75429","75100","75428",Wainfleet,Wainfleet,Public Maintained Road,RMN,RMN,Active,"22","0","22",1225.990406547,287.926397616073,./0.png,
-79.1488680409911,43.0316004934342,"9713","1917","13376",Lyons Creek Road,"47","6602","6820","6603","6819",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"2","0","2",250.190400774256,250.379757314197,./0.png,
-79.2496438528204,43.0460485093602,"9766","1933","28386",Merrittville Highway,"50","1437","1599","1438","1600",Thorold,Thorold,Public Maintained Road,RMN,RMN,Active,"1","0","1",438.652296701081,358.687686736137,./0.png,
-79.25763809707,42.9770478245966,"9797","1942","28533",Prince Charles Drive South,"54","0","0","0","0",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"1","0","1",9.40820450456508,176.153039421779,./0.png,
-79.1370983692342,43.210202484247,"9838","1949","08805",Niagara Stone Road,"55","672","950","671","951",Niagara-on-the-Lake,Niagara-on-the-Lake,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,42.247179560013,./0.png,
-79.5295501296913,42.9930141418137,"9904","1965","17121",Canborough Road,"63","5702","5950","5703","5949",West Lincoln,West Lincoln,Public Maintained Road,RMN,RMN,Active,"13","0","13",411.062201484427,233.508227585484,./0.png,
-79.4665363358679,43.0075113136295,"9935","1969","28512",Canborough Road,"63","4906","4938","4901","4939",West Lincoln,West Lincoln,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,238.562323291969,./0.png,
-79.1408639794468,43.0472726593526,"9962","1974","13138",Chippawa Creek Road,"63","8098","9196","8115","9155",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"15","0","15",748.241447245379,228.292096116401,./0.png,
-79.5674611986103,43.0398763221695,"10043","1985","27167",Bismark Road,"65","6202","6498","6203","6499",West Lincoln,West Lincoln,Public Maintained Road,RMN,RMN,Active,"1","0","1",892.494234576648,267.681765343957,./0.png,
-79.341351368127,43.1534398953446,"10258","2026","25290",Fourth Avenue,"77","2522","2698","2521","2699",Lincoln,Lincoln,Public Maintained Road,RMN,RMN,Active,"1","0","1",131.984161329623,265.40217868099,./0.png,
-79.31334748622,43.1380432222757,"10388","2057","17030",King Street,"81","1868","1898","1867","1899",Lincoln,Lincoln,Public Maintained Road,RMN,RMN,Active,"9","0","9",158.503763380763,225.069189926606,./0.png,
-79.1683182350165,43.2009065924915,"10452","2069","28182",Carlton Street,"83","552","726","551","727",Niagara-on-the-Lake,Niagara-on-the-Lake,Public Maintained Road,RMN,RMN,Active,"2","0","2",150.29486114136,60.8084528116967,./0.png,
-79.1814962082365,43.2255429061205,"10590","2091","24239",Lakeshore Road,"87","342","362","343","363",Niagara-on-the-Lake,Niagara-on-the-Lake,Public Maintained Road,RMN,RMN,Active,"2","0","2",145.91037728016,61.0869035556528,./0.png,
-79.2496065186027,43.1335249852984,"10619","2097","28460",Glendale Avenue,"89","0","0","0","0",St. Catharines,St. Catharines,Public Maintained Road,RMN,RMN,Active,"2","0","2",49.1968172981536,83.4771526272717,./0.png,
-79.1322690831594,42.9166633157166,"10648","2106","28101",Wilhelm Road,"98","2214","2998","2213","2999",Port Colborne,Port Colborne,Public Maintained Road,RMN,RMN,Active,"2","0","2",305.793542014104,359.013003355299,./0.png,
-79.1227600971762,43.0394317716263,"10716","2123","12809",Montrose Road,"98","9400","9670","9401","9671",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"1","0","1",63.4303620128545,178.644967151215,./0.png,
-79.1225288221926,42.9753024233097,"10770","2137","28154",Montrose Road,"98","14082","14698","14177","14699",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,178.711980557778,./0.png,
-78.9187171250683,42.9253839705031,"10862","2171","16002",Central Avenue,"124","479","539","476","540",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,355.978026802642,./0.png,
-79.3113625886744,42.9928731094862,"10875","2173","28068",Effingham Street,"529","60","230","59","229",Pelham,Pelham,Public Maintained Road,RMN,RMN,Active,"4","0","4",796.343585797136,359.349731731076,./0.png,
-79.539159011018,43.1173144892979,"10900","2179","11592",Thirty Road,"14","2458","3098","2901","3099",West Lincoln,West Lincoln,Public Maintained Road,RMN,RMN,Active,"3","0","3",706.403177481509,15.8818979265217,./0.png,
-79.0581944943993,43.0304138462523,"10922","2185","28562",Sodom Road,"116","9064","9466","9065","9465",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"3","0","3",535.221079556707,176.503137995342,./0.png,
-79.6270191161808,43.2061107688735,"10928","2187","17351",Main Street West,"81","527","545","530","560",Grimsby,Grimsby,Public Maintained Road,RMN,RMN,Active,"2","0","2",144.872738526203,286.11744405078,./0.png,
-79.5668670918644,43.1689603329119,"10944","2188","03335",Mountain Road,"12","201","299","200","300",Grimsby,Grimsby,Public Maintained Road,RMN,RMN,Active,"4","0","4",963.134830655831,196.618764211298,./0.png,
-79.1722543061721,43.1595016899433,"11007","2198","19429",Taylor Road,"70","270","440","255","439",Niagara-on-the-Lake,Niagara-on-the-Lake,Public Maintained Road,RMN,RMN,Active,"14","0","14",458.466900673288,297.654388913834,./0.png,
-79.1232762651937,42.956121299753,"11029","2202","07154",Schihl Road,"98","4002","9280","4001","9279",Port Colborne,Port Colborne,Public Maintained Road,RMN,RMN,Active,"4","0","4",991.992653942959,359.179648994739,./0.png,
-79.1051404339814,43.1150514984032,"11068","2209","23123",Thorold Stone Road,"57","5154","5900","5601","5973",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"3","0","3",245.725083198051,267.287891075487,./0.png,
-79.0868963098106,43.1292746757516,"11070","2210","23125",Stanley Avenue,"102","2960","3450","3265","3265",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,176.97422945319,./0.png,
-79.1750031243695,43.0578188011395,"11086","2212","16863",Thorold Townline Road,"70","1313","1799","1314","1800",Thorold,Thorold,Public Maintained Road,RMN,RMN,Active,"8","0","8",1575.36013626462,358.671258866128,./0.png,
-79.3552775053018,42.9871877398335,"11103","2214","19147",Webber Road,"29","700","798","701","799",Pelham,Pelham,Public Maintained Road,RMN,RMN,Active,"1","0","1",221.932227071201,267.565248842355,./0.png,
-79.5860153867718,43.1252735728751,"11112","2215","02484",Grimsby Road,"12","3100","3298","3101","3299",West Lincoln,West Lincoln,Public Maintained Road,RMN,RMN,Active,"4","0","4",931.451656341742,16.4634207419401,./0.png,
-79.6484351621833,43.1627853096528,"11132","2218","03399",Mud Street West,"73","8100","8230","384","468",West Lincoln,Grimsby,Public Maintained Road,RMN,RMN,Active,"3","0","3",621.371547891601,285.570919013944,./0.png,
-79.3603217084714,43.1643148573686,"11141","2220","02482",Jordan Road,"26","4128","4156","4129","4155",Lincoln,Lincoln,Public Maintained Road,RMN,RMN,Active,"2","0","2",150.640187530645,356.344866968266,./0.png,
-79.3777954909858,42.9645979302639,"11157","2222","05724",Regional Road 24,"24","62000","62076","62001","62075",Wainfleet,Wainfleet,Public Maintained Road,RMN,RMN,Active,"1","0","1",179.595351015174,357.40102510222,./0.png,
-79.0860652108173,43.1124097425472,"11168","2225","23151",Stanley Avenue,"102","4236","4376","4235","4279",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,177.588271295265,./0.png,
-79.0732813268599,43.1127702647462,"11173","2226","23156",Bridge Street,"43","4556","4784","4557","4799",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"1","0","1",371.920537810074,268.141560999599,./0.png,
-79.0733373861204,43.1127698312936,"11174","2226","23156",Bridge Street,"43","4556","4784","4557","4799",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"2","0","2",376.483103863948,268.078296752743,./0.png,
-78.9187171250683,42.9253839705031,"11215","2230","23100",Central Avenue,"124","353","477","352","474",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"14","0","14",552.281163742874,355.81210341579,./0.png,
-79.0836815458152,43.0626463517093,"11223","2231","12881",Stanley Avenue,"102","7772","8070","7527","8069",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"7","0","7",449.490313237648,179.209911282814,./0.png,
-79.3520854547177,43.1796306088674,"11274","2236","28205",North Service Road,"39","2480","2480","2167","2599",Lincoln,Lincoln,Public Maintained Road,RMN,RMN,Active,"6","0","6",1036.97553596225,267.449557331989,./0.png,
-79.5483098412822,43.0951690001299,"11314","2241","18337",Canborough Street,"14","125","255","126","260",West Lincoln,West Lincoln,Public Maintained Road,RMN,RMN,Active,"8","0","8",172.816059185258,207.188240723939,./0.png,
-79.361948551297,43.1071769330598,"11379","2253","24549",Twenty Road,"69","2780","2808","2777","2801",Lincoln,Lincoln,Public Maintained Road,RMN,RMN,Active,"2","0","2",168.672738259405,231.03721115473,./0.png,
-79.2589338846624,42.9885192990874,"11491","2274","23331",Prince Charles Drive North,"54","0","0","42","42",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"8","0","8",501.80544500571,359.278806144988,./0.png,
-79.1673321060543,43.0855119586879,"11558","2286","13782",Lundy's Lane,"20","8444","8870","8279","8911",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"15","0","15",791.110060802627,244.038257583048,./0.png,
-79.0551634458163,42.9106613111861,"11723","2308","28147",Stevensville Road,"116","1331","1639","1330","1638",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,23.4010604064804,./0.png,
-79.395227893284,42.8708112440875,"11780","2312","24732",Lakeshore Road,"3","12201","12427","12200","12428",Wainfleet,Wainfleet,Public Maintained Road,RMN,RMN,Active,"22","0","22",913.965084111173,287.695063002124,./0.png,
-79.1673507203261,43.1396917827984,"11815","2318","23882",Taylor Road,"90","2202","2532","2203","2535",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"2","0","2",33.6677353930565,176.791136604419,./0.png,
-79.1232025249404,43.0859870574034,"11854","2319","24076",Montrose Road,"98","5900","6198","5901","6199",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"3","0","3",306.914025479644,177.712576522575,./0.png,
-79.067949091275,43.0474615083382,"11928","2325","29717",Lyons Creek Road,"47","0","0","4463","4901",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"6","0","6",130.404760338369,245.160087094862,./0.png,
-79.3466472333395,42.9745855684271,"11946","2326","19135",River Road,"529","364","438","365","439",Pelham,Pelham,Public Maintained Road,RMN,RMN,Active,"6","0","6",472.635261762982,266.72487449155,./0.png,
-79.1985591785999,43.0525278969226,"11953","2328","22284",Allanport Road,"82","1801","2063","1802","2062",Thorold,Thorold,Public Maintained Road,RMN,RMN,Active,"1","0","1",163.251154341813,7.44026308195124,./0.png,
-79.2961651687456,43.1880610955684,"12122","2347","04575",Lakeshore Road West,"87","1001","1067","1000","1074",St. Catharines,St. Catharines,Public Maintained Road,RMN,RMN,Active,"4","0","4",678.717901575521,247.746200642627,./0.png,
-79.2082522481629,43.1866741848132,"12283","2366","07958",Carlton Street,"83","595","613","582","618",St. Catharines,St. Catharines,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,63.875923912079,./0.png,
-79.3913910547342,43.126803077903,"12351","2375","02724",Victoria Avenue,"24","3400","3478","3401","3479",Lincoln,Lincoln,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,356.80585409608,./0.png,
-79.4915829255948,43.0853875691228,"12388","2380","24678",Twenty Mile Road,"69","5208","5432","5203","5433",West Lincoln,West Lincoln,Public Maintained Road,RMN,RMN,Active,"10","0","10",772.558128355778,255.431699316391,./0.png,
-79.56359422597,43.113989690975,"12399","2381","24667",Highway 20,"20","7500","7648","7501","7649",West Lincoln,West Lincoln,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,286.195693590489,./0.png,
-79.4791573994191,43.149503223887,"12484","2390","11672",Mountain Street,"18","3906","4002","3911","4001",Lincoln,Lincoln,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,20.4877414103355,./0.png,
-79.5391734593423,43.1386809731591,"12733","2425","17255",Fly Road,"73","5568","5836","5569","5799",Lincoln,Lincoln,Public Maintained Road,RMN,RMN,Active,"1","0","1",363.3771215696,265.255396556115,./0.png,
-79.1693806181458,43.1138543458902,"12743","2427","30325",Thorold Stone Road,"57","8410","8472","8477","8793",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"4","0","4",371.834873652432,266.741311168396,./0.png,
-79.4371588782039,42.876260620781,"12786","2435","03168",Lakeshore Road,"3","13201","13299","13200","13298",Wainfleet,Wainfleet,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,281.218676077501,./0.png,
-79.0873431446405,43.1446043007476,"13051","2476","09639",Stanley Avenue,"102","1784","1898","1785","1899",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"2","0","2",163.678731573013,178.818919563399,./0.png,
-79.2528260223018,42.9999080863833,"13093","2484","02273",Niagara Street,"50","319","333","318","332",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"1","0","1",17.9013238062773,356.796741992724,./0.png,
-79.4145982519404,43.1675437146257,"13215","2502","17576",King Street,"81","3838","4054","3837","4053",Lincoln,Lincoln,Public Maintained Road,RMN,RMN,Active,"1","0","1",25.5682766726967,260.3759952879,./0.png,
-79.2322863977766,42.9934919590697,"13237","2505","00520",East Main Street,"27","800","814","801","817",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,88.6575693243879,./0.png,
-78.9349578381265,42.9054146982501,"13241","2508","14436",Garrison Road,"3","467","527","468","542",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"1","0","1",200.928022236993,266.625102084325,./0.png,
-79.2386756965627,43.1275394246354,"13249","2510","19441",Glenridge Avenue,"50","395","443","450","490",St. Catharines,St. Catharines,Public Maintained Road,RMN,RMN,Active,"3","0","3",54.6940369325621,180.806281864845,./0.png,
-79.2790552237658,43.1419105753862,"13372","2533","28978",St. Paul Street West,"81","1164","1230","1163","1241",St. Catharines,St. Catharines,Public Maintained Road,RMN,RMN,Active,"2","0","2",271.561517252132,257.036613444542,./0.png,
-79.2432829982942,43.1100942558933,"13375","2534","28979",Merrittville Highway,"50","3251","3299","3250","3298",Thorold,Thorold,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,357.972065594634,./0.png,
-79.2150550448086,43.1101821896996,"13383","2536","21405",Collier Road South,"56","296","400","147","163",Thorold,Thorold,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,176.650345496416,./0.png,
-79.2423934476837,43.0312981556158,"13432","2547","27880",Merritt Road,"37","0","0","0","0",Thorold,Thorold,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,269.513262413451,./0.png,
-79.1624062897508,43.1602316811581,"13631","2568","29193",Glendale Avenue,"89","0","0","0","0",Niagara-on-the-Lake,Niagara-on-the-Lake,Public Maintained Road,RMN,RMN,Active,"2","0","2",30.0740702644931,18.5089989635812,./0.png,
-79.3941877034272,43.1745481624392,"14091","2667","29394",Victoria Avenue,"24","0","0","0","0",Lincoln,Lincoln,Public Maintained Road,RMN,RMN,Active,"1","0","1",4.17860275614929,24.121631286627,./0.png,
-79.2921219685386,43.154615644409,"15355","2943","29686",Fourth Avenue,"77","0","0","1235","1269",St. Catharines,St. Catharines,Public Maintained Road,RMN,RMN,Active,"1","0","1",11.0772817065304,280.774516934074,./0.png,
-79.2390286538577,43.1185145128961,"15399","2951","29696",Sir Isaac Brock Way,"71","0","0","1860","1860",St. Catharines,St. Catharines,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,276.352046616437,./0.png,
-79.2423934476837,43.0312981556158,"15719","3008","30452",Merritt Road,"37","0","0","0","0",Thorold,Thorold,Public Maintained Road,RMN,RMN,Active,"6","0","6",364.185144330434,269.513305161734,./0.png,
-79.5037705891128,43.1896554659147,"7952","1620","11663",North Service Road,"39","5446","5598","5447","5599",Lincoln,Lincoln,Public Maintained Road,RMN,RMN,Active,"1","0","1",84.1657020523613,268.6087651725,./0.png,
