X,Y,fid,CA_Name,X,Y,GEO_ID,icon_url
-79.3827788880386,43.1330908483955,1,Balls Falls Conservation Area,-79.37961086,43.13674269,GEOP_01,./0.png
-79.3741093915165,43.1588008751074,2,Balls Falls Conservation Area,-79.37961086,43.13674269,GEOP_01,./0.png
-79.3658939502742,43.1355445714415,3,Balls Falls Conservation Area,-79.37961086,43.13674269,GEOP_01,./0.png
-79.3874164126158,43.1244526618078,4,Balls Falls Conservation Area,-79.37961086,43.13674269,GEOP_01,./0.png
-79.390977018382,43.1247227284293,5,Balls Falls Conservation Area,-79.37961086,43.13674269,GEOP_01,./0.png
