X,Y,id,ID_1,Name,icon_url
-79.7282795665738,42.9577649571943,"1","1",Haldimand County,./0.png
0,0,"2",,City Of Hamilton,./0.png
-79.7311783701519,43.1985315443892,"3",,City Of Hamilton,./0.png
